name_a,type_a,name_b,type_b,similarity,confidence,reason
基於密碼的攻擊,attack,暴力密碼攻擊,attack,0.854,0.8,基於密碼的攻擊和暴力密碼攻擊都是針對密碼的攻擊行為，語意相近
ddos 攻擊,attack,dos攻擊,attack,0.8532,0.9,ddos 攻擊和 dos 攻擊是同義詞，均指分佈式拒絕服務攻擊
重送攻擊 (replay attack),attack,重送攻擊,attack,0.8526,1.0,兩節點名稱語意等價
新的攻擊方式,attack,攻擊方法,attack,0.8524,0.9,兩節點名稱語意相近，均指涉攻擊手法或方式
釣魚攻擊（phishing）,attack,網路釣魚攻擊,attack,0.8524,0.9,節點 A 和節點 B 的名稱語意等價，都是指釣魚攻擊的行為
資料篡改攻擊,attack,資料竄改,attack,0.8522,0.9,資料篡改攻擊和資料竄改是同義詞
攻擊行為,attack,各種攻擊,attack,0.8508,0.8,兩節點名稱語意相近，均指涉攻擊行為或手法
資料竊取,attack,竊取,attack,0.8508,0.9,資料竊取和竊取在攻擊行為或攻擊手法的本體論類別下是語意等價的
非法存取,attack,未授權存取,attack,0.8491,0.9,非法存取和未授權存取在攻擊行為或攻擊手法的本體論類別中是同義詞
新的攻擊方式,attack,攻擊手段,attack,0.8488,0.8,兩節點名稱語意相近，均指涉攻擊行為或手法
資料篡改,attack,竄改,attack,0.8488,0.9,資料篡改和竄改是同義詞，均指未經授權修改資料的行為
惡意事件,attack,惡意行為,attack,0.8484,0.8,惡意事件和惡意行為在攻擊行為或攻擊手法的本體論類別下具有相似的語意含義
入侵企圖,attack,入侵威脅,attack,0.8482,0.8,入侵企圖和入侵威脅在攻擊行為或攻擊手法的本體論類別下具有相似的語意含義
勒索程式,attack,勒索病毒,attack,0.8478,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及勒索的惡意程式或病毒
緩衝區溢位攻擊,attack,緩衝區溢位攻擊（buffer overflow）,attack,0.8477,1.0,兩節點名稱語意等價
分散式阻斷服務攻擊,attack,分散式阻斷服務攻擊 (ddos),attack,0.8476,1.0,兩節點名稱語意等價，都是指分散式阻斷服務攻擊
郵件釣魚攻擊,attack,釣魚攻擊,attack,0.8474,0.9,節點 A 和節點 B 都描述了釣魚攻擊的概念，只是節點 A 專門指郵件形式的釣魚攻擊
詐騙,attack,詐欺攻擊,attack,0.8472,0.9,詐騙和詐欺攻擊語意相近，指稱相同的攻擊行為
釣魚攻擊（phishing）,attack,釣魚式攻擊,attack,0.8472,0.9,節點 A 和節點 B 的名稱語意等價，都是指釣魚攻擊的行為
資訊安全威脅,attack,威脅,attack,0.8471,0.8,兩節點名稱語意相近，均指涉資安威脅
外部入侵,attack,入侵行為,attack,0.8467,0.8,節點 A 和節點 B 的名稱語意相近，均指涉入侵行為
篡改,attack,資料竄改,attack,0.8465,0.9,篡改和資料竄改是同義詞，均指修改或竄改資料的行為
攻擊方法,attack,web 攻擊手法,attack,0.8464,0.8,節點 A 和節點 B 都指涉攻擊行為的方法或手法，語意上相近
資料篡改,attack,篡改,attack,0.8462,0.9,節點 A 和節點 B 的名稱語意等價，均指資料被修改的攻擊行為
惡意事件,attack,惡意活動,attack,0.8455,0.8,惡意事件和惡意活動在攻擊行為或攻擊手法的本體論類別下可以視為同義詞
系統中毒,attack,中毒,attack,0.8454,0.9,系統中毒和中毒在攻擊行為或攻擊手法的本體論類別下是語意等價的
駭客入侵,attack,入侵,attack,0.8453,0.9,駭客入侵和入侵是相關的攻擊行為，且入侵是駭客入侵的標準化形式
攻擊行為,attack,攻擊手段,attack,0.8452,0.8,攻擊行為和攻擊手段在本體論類別attack下為同義詞
竊聽,attack,竊聽攻擊,attack,0.8451,0.9,竊聽和竊聽攻擊語意等價
syn flooding,attack,syn洪水攻擊,attack,0.843,0.9,syn flooding 和 syn洪水攻擊是同義詞
漏洞利用攻擊,attack,弱點利用攻擊,attack,0.8427,0.9,漏洞利用攻擊和弱點利用攻擊是同義詞
密碼驗證攻擊,attack,基於密碼的攻擊,attack,0.8426,0.9,兩節點名稱語意相近，均指涉密碼相關的攻擊行為
攻擊行為,attack,攻擊方法,attack,0.8426,0.9,攻擊行為和攻擊方法在本體論類別attack下為同義詞
跨站請求偽造攻擊,attack,跨站請求偽造攻擊（csrf）,attack,0.8423,1.0,兩節點名稱語意等價
跨網站腳本攻擊,attack,跨站腳本攻擊 (xss),attack,0.8422,0.9,兩節點名稱語意等價，都是描述跨網站腳本攻擊的不同表達方式
sql injection 攻擊,attack,sql資料隱碼攻擊,attack,0.841,0.9,sql injection 攻擊和 sql 資料隱碼攻擊是同義詞
企業機密外洩,attack,資料洩漏,attack,0.8408,0.9,企業機密外洩和資料洩漏是同義詞，均指敏感資訊的未經授權揭露
資通安全事件,attack,資訊安全事故,attack,0.8405,0.9,兩節點名稱語意相近，均指資安事件
泛洪攻擊,attack,syn 洪水攻擊,attack,0.8399,0.9,syn 洪水攻擊是泛洪攻擊的一種特定形式
已知壞的行為,attack,惡意行為,attack,0.8392,0.8,節點 A 和節點 B 的名稱語意相近，均指涉及惡意或不當行為
跨站請求偽造攻擊,attack,跨站指令碼攻擊,attack,0.8389,0.8,跨站請求偽造攻擊和跨站指令碼攻擊是同一類型的攻擊行為，都是指攻擊者通過偽造請求或指令碼來實現攻擊的目標
惡意入侵事件,attack,電腦系統入侵事件,attack,0.8368,0.9,兩節點名稱語意相近，均指涉入侵事件
檔案毀損,attack,毀損,attack,0.8367,0.8,檔案毀損和毀損雖然名稱不同，但在攻擊行為或攻擊手法的本體論類別下，檔案毀損可以被視為毀損的一種特定形式
sql injection,attack,sql injection 攻擊,attack,0.836,0.9,節點 A 和節點 B 的名稱語意等價，都是指 SQL 注入攻擊
分散式阻斷服務攻擊,attack,阻斷服務攻擊 (dos),attack,0.8359,0.9,分散式阻斷服務攻擊是阻斷服務攻擊的一種特定形式
資料竊取,attack,盜竊,attack,0.8358,0.9,資料竊取和盜竊在攻擊行為或攻擊手法的本體論類別中是同義詞
跨網站腳本攻擊,attack,跨站指令碼攻擊,attack,0.8356,0.9,跨網站腳本攻擊和跨站指令碼攻擊是同義詞
資通安全事件,attack,資安事故,attack,0.8356,0.8,兩節點名稱語意相近，均指資安事件
連線劫持,attack,tcp/ip 劫持,attack,0.835,0.9,連線劫持和TCP/IP劫持都是描述攻擊行為中攔截和控制連線的概念
sql injection,attack,sql資料隱碼攻擊,attack,0.8346,0.9,sql injection 和 sql 資料隱碼攻擊是同義詞
未經授權存取,attack,非法存取,attack,0.8343,0.9,未經授權存取和非法存取是同義詞，均指未經授權的存取行為
電腦系統入侵事件,attack,駭客入侵,attack,0.8341,0.9,電腦系統入侵事件和駭客入侵語意相近，均指涉及未經授權的系統存取
勒索軟體攻擊,attack,勒索程式,attack,0.834,0.9,節點 A 和節點 B 的名稱語意等價，都是指利用軟體或程式進行勒索的攻擊行為
金鑰淪陷攻擊,attack,金鑰竊取攻擊,attack,0.8329,0.9,金鑰淪陷攻擊和金鑰竊取攻擊在語意上相近，均指涉及金鑰被攻擊者取得的攻擊行為
api 攻擊,attack,應用程式攻擊,attack,0.8326,0.8,api 攻擊和應用程式攻擊在攻擊行為或攻擊手法的本體論類別下是相關的概念，且 api 攻擊可以被視為應用程式攻擊的一種特定形式
網路竊聽,attack,網路監聽,attack,0.8323,0.9,網路竊聽和網路監聽是同義詞
間諜程式,attack,間諜軟體,attack,0.832,0.9,間諜程式和間諜軟體是同義詞
syn flooding,attack,syn 洪水攻擊,attack,0.8317,0.9,syn flooding 和 syn 洪水攻擊 是同義詞
冒名郵件,attack,欺騙電子郵件,attack,0.831,0.9,節點 A 和節點 B 的名稱語意等價，都是指通過電子郵件進行欺騙的攻擊行為
勒索軟體攻擊,attack,勒索病毒,attack,0.83,0.9,節點 A 和節點 B 都指涉到利用軟體或病毒進行勒索的攻擊行為
網路竊聽,attack,竊聽攻擊,attack,0.8289,0.9,節點 A 和節點 B 的名稱語意等價，均指涉竊聽攻擊行為
隱私外洩,attack,資料洩漏,attack,0.8286,0.9,隱私外洩和資料洩漏是同義詞，均指涉及敏感信息的泄露
分散式阻斷服務攻擊,attack,分散式阻斷服務 (ddos) 攻擊,attack,0.8272,1.0,兩節點名稱語意等價，都是描述分散式阻斷服務攻擊的不同表達形式
勒索軟體,attack,勒索病毒,attack,0.8267,0.9,節點 A 和節點 B 的名稱語意等價，都是指利用軟體或病毒進行勒索的攻擊行為
ddos 攻擊,attack,分散式阻斷服務 (ddos) 攻擊,attack,0.824,1.0,節點 A 和節點 B 的名稱語意等價，都是描述 DDoS 攻擊的不同表達方式
重送攻擊 (replay attack),attack,重播攻擊,attack,0.8238,0.9,重送攻擊和重播攻擊是同義詞
dos/ddos 攻擊,attack,分散式阻斷服務 (ddos) 攻擊,attack,0.8233,0.9,節點 A 和節點 B 的名稱語意等價，都是描述分散式阻斷服務攻擊
入侵企圖,attack,駭客入侵,attack,0.8223,0.9,入侵企圖和駭客入侵都是描述攻擊行為的同義詞
垃圾郵件,attack,冒名郵件,attack,0.822,0.9,垃圾郵件和冒名郵件都是指未經許可的郵件，語意上相近
分散式阻斷服務攻擊,attack,分散式攻擊,attack,0.8209,0.9,兩節點名稱語意相近，分散式阻斷服務攻擊是分散式攻擊的一種特定形式
ping of death 攻擊,attack,死亡偵測攻擊,attack,0.8178,0.9,節點 A 和節點 B 的名稱雖然不同，但都指稱同一個攻擊行為，即 ping of death 攻擊
病毒程式,attack,惡意程式,attack,0.8178,0.9,病毒程式和惡意程式在攻擊行為或攻擊手法的本體論類別下是相關的概念，且惡意程式是病毒程式的廣義稱謂
外部入侵,attack,入侵事件,attack,0.8171,0.8,兩節點名稱語意相近，均指涉入侵行為
緩衝區溢位攻擊,attack,緩衝區溢位,attack,0.8167,0.9,節點 A 和節點 B 的名稱語意基本等價，都是指緩衝區溢位的攻擊行為
惡意入侵事件,attack,入侵,attack,0.8166,0.8,兩節點名稱語意相近，均指入侵行為
郵件釣魚攻擊,attack,網路釣魚郵件,attack,0.8165,0.9,節點 A 和節點 B 的名稱語意等價，都是指釣魚攻擊的手法
分散式阻斷服務 (ddos),attack,ddos,attack,0.8163,1.0,節點 A 和節點 B 的名稱語意等價，都是指分散式阻斷服務（DDoS）
堆疊溢位,attack,緩衝區溢位,attack,0.8159,0.9,堆疊溢位和緩衝區溢位是同義詞，指稱相同的攻擊行為或攻擊手法
ddos 攻擊,attack,ddos,attack,0.8157,1.0,ddos 攻擊和 ddos 是同義詞
釣魚攻擊,attack,釣魚攻擊（phishing）,attack,0.8142,1.0,兩節點名稱語意等價
事件,attack,攻擊事件,attack,0.8125,0.9,兩節點名稱語意相近，事件和攻擊事件都指涉攻擊行為
未經授權存取,attack,未授權行為,attack,0.8105,0.9,未經授權存取和未授權行為語意相近，均指未經授權的行為
ddos,attack,分散式阻斷服務攻擊 (ddos),attack,0.8089,1.0,節點 A 和節點 B 的名稱語意等價，都是指分散式阻斷服務攻擊
syn 洪水攻擊,attack,tcp syn flood 攻擊,attack,0.808,0.9,節點 A 和節點 B 都描述了 SYN 洪水攻擊的概念
電腦安全事件,attack,攻擊事件,attack,0.8076,0.8,兩節點名稱語意相近，均指涉及攻擊行為的事件
未授權行為,attack,非授權工作,attack,0.8071,0.8,未授權行為和非授權工作在攻擊行為或攻擊手法的本體論類別下具有相似的語意含義
tcp syn 洪水攻擊,attack,泛洪攻擊,attack,0.8066,0.8,tcp syn 洪水攻擊和泛洪攻擊都是網路攻擊的一種形式，指的是大量的請求或數據包被送到目標系統，以達到癱瘓或中斷服務的目的
未經授權的資料存取,attack,未經授權的存取,attack,0.8065,0.9,節點 A 和節點 B 的名稱語意等價，均指未經授權的存取行為
分散式阻斷服務攻擊,attack,分散式阻斷服務 (ddos),attack,0.8061,0.9,兩節點名稱語意等價，分散式阻斷服務攻擊和分散式阻斷服務（DDoS）指稱同一概念
網路釣魚,attack,網路釣魚攻擊,attack,0.8056,0.9,節點 A 和節點 B 的名稱語意等價，都是指網路釣魚的攻擊行為
注入 (injection) 攻擊,attack,sql injection 隱碼攻擊,attack,0.8053,0.9,節點 A 和節點 B 都描述了注入攻擊的概念，節點 B 的名稱是節點 A 的具體實例
入侵事件,attack,攻擊事件,attack,0.8051,0.9,入侵事件和攻擊事件在攻擊行為或攻擊手法的本體論類別下是語意等價的
物聯網惡意程式,attack,惡意軟體攻擊,attack,0.8045,0.8,兩節點名稱都與惡意軟體有關，且物聯網惡意程式是一種特定類型的惡意軟體攻擊
黑洞攻擊,attack,蟲洞攻擊,attack,0.8044,0.9,黑洞攻擊和蟲洞攻擊是同義詞
tcp syn flood 攻擊,attack,syn洪水攻擊,attack,0.8043,0.9,tcp syn flood 攻擊和 syn 洪水攻擊是同義詞
重複登入攻擊,attack,重送攻擊,attack,0.8013,0.8,重複登入攻擊和重送攻擊都是攻擊行為，名稱語意相近，可能是同義詞或標準化形式
垃圾郵件,attack,垃圾郵件攻擊,attack,0.801,0.9,兩節點名稱語意相近，垃圾郵件攻擊是垃圾郵件的一種特定形式
資通安全事件,attack,攻擊事件,attack,0.8004,0.9,兩節點名稱語意等價，均指涉資安事件的攻擊行為
安全性漏洞,vulnerability,安全漏洞,vulnerability,0.9913,0.9,節點 A 和節點 B 的名稱語意等價，都是指系統或軟體中的安全弱點
漏洞,vulnerability,安全漏洞,vulnerability,0.9611,0.9,節點 A 和節點 B 的名稱語意等價，均指稱系統或軟體中的安全弱點
不安全的反序列化,vulnerability,不安全的反序列化漏洞,vulnerability,0.9503,0.9,兩節點名稱語意相近，均指涉不安全的反序列化問題
安全性漏洞,vulnerability,漏洞,vulnerability,0.9461,0.9,節點 A 和節點 B 的名稱語意等價，都是指系統或軟體中的安全弱點
程式漏洞,vulnerability,漏洞,vulnerability,0.9364,0.9,程式漏洞和漏洞是同義詞，均指系統或軟體中的安全弱點
個人隱私洩漏,vulnerability,洩漏個人資訊,vulnerability,0.9355,0.9,兩節點名稱語意等價，均指涉及個人隱私信息的洩漏
程式漏洞,vulnerability,軟體漏洞,vulnerability,0.9337,0.9,程式漏洞和軟體漏洞是同義詞
程式漏洞,vulnerability,安全漏洞,vulnerability,0.9217,0.9,程式漏洞和安全漏洞是同義詞，均指系統或軟體中的安全弱點
軟體漏洞,vulnerability,安全漏洞,vulnerability,0.9207,0.9,軟體漏洞和安全漏洞是同義詞，均指系統或軟體中的安全弱點
硬體漏洞,vulnerability,漏洞,vulnerability,0.9161,0.8,節點 A 和節點 B 的名稱語意相近，均指稱系統或軟體中的安全弱點
漏洞,vulnerability,軟體漏洞,vulnerability,0.9129,0.8,節點 A 和節點 B 的名稱語意相近，均指稱系統或軟體中的安全弱點
vulnerability,vulnerability,脆弱性,vulnerability,0.9118,1.0,節點 A 和節點 B 的名稱語意等價，都是指系統或軟體中的安全弱點
資訊洩漏弱點,vulnerability,資訊洩露漏洞,vulnerability,0.9103,0.9,兩節點名稱語意等價，均指資訊安全中的洩漏弱點
程式漏洞,vulnerability,安全性漏洞,vulnerability,0.909,0.9,程式漏洞和安全性漏洞是同義詞，均指系統或軟體中的安全弱點
安全性漏洞,vulnerability,軟體漏洞,vulnerability,0.908,0.9,節點 A 和節點 B 的名稱語意等價，均指系統或軟體中的安全弱點
脆弱性,vulnerability,脆弱點,vulnerability,0.903,0.9,兩節點名稱語意等價，均指系統或軟體中的安全弱點
系統漏洞,vulnerability,漏洞,vulnerability,0.902,0.9,系統漏洞和漏洞是同義詞
系統漏洞,vulnerability,安全漏洞,vulnerability,0.8884,0.9,系統漏洞和安全漏洞是同義詞
