name_a,type_a,name_b,type_b,similarity
搜尋引擎攻擊,attack,搜尋引擎攻擊 (google-hacking),attack,0.882229745388031
各種攻擊,attack,攻擊手段,attack,0.8819429874420166
資料竄改,attack,竄改,attack,0.8815697431564331
犯罪,attack,經濟犯罪,attack,0.880818247795105
電腦系統入侵事件,attack,電腦安全事件,attack,0.8802217245101929
病毒攻擊,attack,network attack,attack,0.8800387382507324
network attack,attack,入侵攻擊,attack,0.8796364665031433
暴力密碼攻擊,attack,資料隱碼攻擊,attack,0.8793736100196838
阻絕服務攻擊,attack,阻絕服務攻擊 (dos),attack,0.8792623281478882
入侵攻擊,attack,入侵,attack,0.8790191411972046
阻絕服務攻擊,attack,阻斷服務攻擊 (dos),attack,0.8780614137649536
物聯網攻擊,attack,dns攻擊,attack,0.8777891993522644
資安威脅,attack,入侵威脅,attack,0.8777877688407898
電腦蠕蟲,attack,蠕蟲,attack,0.8771834373474121
惡意軟體攻擊,attack,應用程式攻擊,attack,0.8771419525146484
詐騙,attack,社交工程詐騙,attack,0.8768255710601807
其他攻擊方式,attack,攻擊方法,attack,0.8767477869987488
阻斷服務攻擊 (dos),attack,阻斷服務攻擊,attack,0.8767473101615906
惡意攻擊,attack,暴力攻擊,attack,0.8760766386985779
外部人員威脅,attack,內部非授權人員威脅,attack,0.8759521842002869
惡意入侵事件,attack,惡意事件,attack,0.8756805062294006
網路安全威脅,attack,實體安全威脅,attack,0.8747749328613281
udp 封包攻擊,attack,http 封包攻擊,attack,0.8747048377990723
物聯網惡意程式,attack,惡意程式,attack,0.8745405077934265
實體安全威脅,attack,物聯網安全威脅,attack,0.8745000958442688
網路釣魚攻擊,attack,物聯網攻擊,attack,0.8742884397506714
阻斷服務攻擊,attack,攔截攻擊,attack,0.8741804361343384
tcp syn 洪水攻擊,attack,syn洪水攻擊,attack,0.8741452693939209
監聽攻擊,attack,竊聽攻擊,attack,0.8736830949783325
數位攻擊,attack,資料干擾攻擊,attack,0.8733209371566772
http 封包攻擊,attack,網路攻擊封包,attack,0.8723526000976562
密碼破解攻擊,attack,跨站指令碼攻擊,attack,0.87215256690979
dns攻擊,attack,網頁攻擊,attack,0.8721508979797363
入侵企圖,attack,入侵行為,attack,0.8721208572387695
阻絕服務攻擊 (dos),attack,阻斷服務攻擊,attack,0.8721128106117249
潛在威脅,attack,入侵威脅,attack,0.8720998764038086
隱碼攻擊,attack,跨站指令碼攻擊,attack,0.872001051902771
藍牙入侵攻擊,attack,入侵攻擊,attack,0.8717736005783081
dos攻擊,attack,入侵攻擊,attack,0.8716434836387634
密碼破解攻擊,attack,network attack,attack,0.8710720539093018
搜尋引擎攻擊,attack,network attack,attack,0.8709461688995361
電腦系統入侵事件,attack,入侵事件,attack,0.8708157539367676
資安事故,attack,資訊安全事故,attack,0.8703559637069702
注入攻擊,attack,漏洞利用攻擊,attack,0.8702492713928223
ddos攻擊,attack,物聯網攻擊,attack,0.8702378869056702
惡意軟體之攻擊,attack,應用程式攻擊,attack,0.8701205253601074
內部威脅,attack,威脅,attack,0.8700807094573975
病毒攻擊,attack,ddos攻擊,attack,0.8700593709945679
病毒攻擊,attack,dns攻擊,attack,0.8696600198745728
偽裝攻擊,attack,跨站請求偽造攻擊,attack,0.8695376515388489
外部人員威脅,attack,內部授權人員威脅,attack,0.868960440158844
隱碼攻擊,attack,漏洞利用攻擊,attack,0.868928074836731
tcp 封包攻擊,attack,網路攻擊封包,attack,0.8688204288482666
network attack,attack,漏洞利用攻擊,attack,0.8687999844551086
搜尋引擎攻擊,attack,病毒攻擊,attack,0.8686903715133667
竄改攻擊,attack,病毒攻擊,attack,0.868577241897583
潛在威脅,attack,網路威脅,attack,0.8681724071502686
未經授權的揭露,attack,未經授權之發佈,attack,0.8681586384773254
竄改,attack,程式碼篡改,attack,0.8680909276008606
惡意活動,attack,惡意行為,attack,0.8680552244186401
阻斷服務攻擊 (dos),attack,分散式阻斷服務攻擊 (ddos),attack,0.8680403232574463
wannacry勒索病毒,attack,病毒,attack,0.8676051497459412
阻絕服務攻擊,attack,攔截攻擊,attack,0.8673700094223022
盜用帳號及密碼,attack,冒用帳號,attack,0.8672022819519043
各種攻擊,attack,攻擊方法,attack,0.8671746253967285
跨站請求偽造,attack,跨站請求偽造攻擊,attack,0.8668733835220337
攻擊破解,attack,竄改攻擊,attack,0.8662086725234985
外部攻擊,attack,xml外部實體攻擊,attack,0.8658112287521362
跨站腳本攻擊,attack,跨站指令碼攻擊,attack,0.8657889366149902
竄改攻擊,attack,注入攻擊,attack,0.8655171394348145
搜尋引擎攻擊,attack,dns攻擊,attack,0.8648067116737366
攻擊破解,attack,暴力密碼攻擊,attack,0.8644615411758423
web 攻擊手法,attack,網頁攻擊,attack,0.8640801906585693
攻擊破解,attack,密碼驗證攻擊,attack,0.8636071085929871
sql injection 攻擊,attack,注入 (injection) 攻擊,attack,0.8629324436187744
潛在威脅,attack,資訊安全威脅,attack,0.8628345131874084
http 封包攻擊,attack,網頁攻擊,attack,0.862720251083374
網路威脅,attack,入侵威脅,attack,0.8621582388877869
隱碼攻擊,attack,sql資料隱碼攻擊,attack,0.861943244934082
搜尋引擎攻擊,attack,竄改攻擊,attack,0.8616703152656555
木馬程式,attack,木馬後門程式,attack,0.8612451553344727
阻絕服務攻擊 (dos),attack,分散式阻斷服務攻擊 (ddos),attack,0.8612279295921326
外部入侵,attack,外部攻擊,attack,0.8609519004821777
偽裝攻擊,attack,詐欺攻擊,attack,0.860850989818573
非法存取,attack,未經授權的存取,attack,0.8606061935424805
外部入侵,attack,駭客入侵,attack,0.8605527877807617
暴力密碼攻擊,attack,暴力攻擊,attack,0.8604304790496826
sql injection 隱碼攻擊,attack,sql資料隱碼攻擊,attack,0.8604240417480469
udp 封包攻擊,attack,網路攻擊封包,attack,0.860291600227356
泛洪攻擊,attack,syn洪水攻擊,attack,0.8602908849716187
密碼驗證攻擊,attack,資料隱碼攻擊,attack,0.8602744340896606
電腦病毒,attack,wannacry勒索病毒,attack,0.8594793677330017
事件,attack,惡意事件,attack,0.8592736124992371
跨站請求偽造攻擊（csrf）,attack,cross-site request forgery,attack,0.8590743541717529
詐騙,attack,信用卡詐騙,attack,0.8588730096817017
隱私外洩,attack,秘密金鑰洩露,attack,0.8585493564605713
憑證填充攻擊,attack,注入攻擊,attack,0.858456552028656
dos/ddos 攻擊,attack,dos攻擊,attack,0.8582717776298523
偽裝攻擊,attack,偽裝攻擊 (masquerade),attack,0.8582199811935425
非法存取,attack,非授權存取,attack,0.858014702796936
拒絕服務 (dos),attack,拒絕服務,attack,0.8579559326171875
企業機密外洩,attack,秘密金鑰洩露,attack,0.8579319715499878
勒索軟體攻擊,attack,應用程式攻擊,attack,0.856531023979187
網路釣魚攻擊,attack,釣魚式攻擊,attack,0.8561533689498901
ddos攻擊,attack,分散式阻斷服務 (ddos) 攻擊,attack,0.8557313680648804
資料竊取,attack,資料洩漏,attack,0.8554242253303528
攻擊破解,attack,注入攻擊,attack,0.8548482060432434
暴力密碼攻擊,attack,金鑰竊取攻擊,attack,0.8546676635742188
搜尋引擎攻擊,attack,監聽攻擊,attack,0.8545989990234375
釣魚網頁,attack,網路釣魚,attack,0.8545271158218384
資通安全事件,attack,電腦安全事件,attack,0.8545263409614563
潛在威脅,attack,網路安全威脅,attack,0.8544406294822693
sql injection,attack,sql injection 隱碼攻擊,attack,0.8540454506874084
基於密碼的攻擊,attack,暴力密碼攻擊,attack,0.8540196418762207
內部威脅,attack,外部人員威脅,attack,0.8538480997085571
密碼驗證攻擊,attack,跨站指令碼攻擊,attack,0.853679895401001
ddos 攻擊,attack,dos攻擊,attack,0.8532212376594543
隱碼攻擊,attack,注入攻擊,attack,0.8530599474906921
入侵,attack,入侵威脅,attack,0.852796733379364
重送攻擊 (replay attack),attack,重送攻擊,attack,0.8526479005813599
攻擊破解,attack,金鑰竊取攻擊,attack,0.8524512052536011
新的攻擊方式,attack,攻擊方法,attack,0.8523713946342468
釣魚攻擊（phishing）,attack,網路釣魚攻擊,attack,0.8523529767990112
資料篡改攻擊,attack,資料竄改,attack,0.852201521396637
暴力密碼攻擊,attack,跨站指令碼攻擊,attack,0.8519960641860962
資料干擾攻擊,attack,ddos攻擊,attack,0.8517708778381348
密碼驗證攻擊,attack,金鑰竊取攻擊,attack,0.8517083525657654
監聽攻擊,attack,攻擊事件,attack,0.8514776229858398
攻擊行為,attack,各種攻擊,attack,0.8508150577545166
資料竊取,attack,竊取,attack,0.8507615327835083
攻擊行為,attack,合法攻擊,attack,0.8504090905189514
勒索程式,attack,病毒程式,attack,0.8501529693603516
外部入侵,attack,入侵企圖,attack,0.8498064279556274
事件,attack,入侵事件,attack,0.8495804071426392
非法存取,attack,未授權存取,attack,0.8491422533988953
竄改攻擊,attack,漏洞利用攻擊,attack,0.8491296172142029
各種攻擊,attack,其他攻擊方式,attack,0.8488538861274719
新的攻擊方式,attack,攻擊手段,attack,0.8487918376922607
資料篡改,attack,竄改,attack,0.8487871289253235
數位攻擊,attack,資料隱碼攻擊,attack,0.848383367061615
惡意事件,attack,惡意行為,attack,0.8483593463897705
入侵企圖,attack,入侵威脅,attack,0.8482127785682678
詐騙郵件,attack,詐騙,attack,0.8481688499450684
勒索程式,attack,勒索病毒,attack,0.8478066325187683
緩衝區溢位攻擊,attack,緩衝區溢位攻擊（buffer overflow）,attack,0.8477051258087158
資訊安全威脅,attack,入侵威脅,attack,0.8476251363754272
分散式阻斷服務攻擊,attack,分散式阻斷服務攻擊 (ddos),attack,0.8475804924964905
郵件釣魚攻擊,attack,釣魚攻擊,attack,0.8473725318908691
詐騙,attack,詐欺攻擊,attack,0.8472340703010559
釣魚攻擊（phishing）,attack,釣魚式攻擊,attack,0.8471903204917908
資訊安全威脅,attack,威脅,attack,0.8470959067344666
外部入侵,attack,入侵行為,attack,0.8467352986335754
垃圾郵件,attack,詐騙郵件,attack,0.8466775417327881
篡改,attack,資料竄改,attack,0.8464514017105103
攻擊方法,attack,web 攻擊手法,attack,0.8464100956916809
資料篡改,attack,篡改,attack,0.8461796641349792
漏洞利用攻擊,attack,應用程式攻擊,attack,0.8459959030151367
實體安全威脅,attack,網路威脅,attack,0.8459399938583374
盜用帳號及密碼,attack,洩漏帳號密碼,attack,0.8458998203277588
惡意事件,attack,惡意活動,attack,0.8454620242118835
系統中毒,attack,中毒,attack,0.845436692237854
篡改,attack,程式碼篡改,attack,0.8453918099403381
網路安全威脅,attack,威脅,attack,0.8453632593154907
駭客入侵,attack,入侵,attack,0.8453011512756348
攻擊行為,attack,攻擊手段,attack,0.8451908230781555
竊聽,attack,竊聽攻擊,attack,0.8451361656188965
偽裝攻擊,attack,竄改攻擊,attack,0.8451079726219177
各種攻擊,attack,dos攻擊,attack,0.8450284004211426
dos攻擊,attack,dns攻擊,attack,0.8450056314468384
資料干擾攻擊,attack,dns攻擊,attack,0.8448606729507446
病毒程式,attack,勒索病毒,attack,0.8447161316871643
dos攻擊,attack,smurf attack,attack,0.8445175886154175
資料竊取,attack,資料篡改,attack,0.8444631099700928
金鑰竊取攻擊,attack,竊聽攻擊,attack,0.844122588634491
阻斷服務攻擊 (dos),attack,分散式阻斷服務 (ddos) 攻擊,attack,0.8440613150596619
身份盜竊,attack,盜竊,attack,0.8439799547195435
竄改攻擊,attack,應用程式攻擊,attack,0.8438963890075684
實體攻擊,attack,數位攻擊,attack,0.8438647985458374
資料篡改,attack,資料洩漏,attack,0.8432376384735107
syn flooding,attack,syn洪水攻擊,attack,0.842955470085144
盜竊,attack,身份竊盜,attack,0.8429049849510193
垃圾郵件攻擊,attack,詐欺攻擊,attack,0.842902421951294
憑證填充攻擊,attack,竄改攻擊,attack,0.8428668975830078
漏洞利用攻擊,attack,弱點利用攻擊,attack,0.8427159786224365
密碼驗證攻擊,attack,基於密碼的攻擊,attack,0.8426157832145691
攻擊行為,attack,攻擊方法,attack,0.8425923585891724
網路安全威脅,attack,入侵威脅,attack,0.8424675464630127
攻擊行為,attack,釣魚式攻擊,attack,0.8423873782157898
跨站請求偽造攻擊,attack,跨站請求偽造攻擊（csrf）,attack,0.8423459529876709
跨網站腳本攻擊,attack,跨站腳本攻擊 (xss),attack,0.8422459959983826
加密劫持,attack,金鑰竊取攻擊,attack,0.8421249389648438
散布電腦病毒,attack,病毒,attack,0.8420397043228149
內部威脅,attack,資安威脅,attack,0.8413839936256409
sql injection 攻擊,attack,sql資料隱碼攻擊,attack,0.8409862518310547
資安事件,attack,異常存取資安事件,attack,0.840857744216919
企業機密外洩,attack,資料洩漏,attack,0.8408092856407166
竄改攻擊,attack,ddos攻擊,attack,0.8407496213912964
外部人員威脅,attack,資安威脅,attack,0.8406937718391418
資通安全事件,attack,資訊安全事故,attack,0.8405479788780212
udp 泛洪攻擊,attack,泛洪攻擊,attack,0.8405372500419617
泛洪攻擊,attack,syn 洪水攻擊,attack,0.8399316072463989
漏洞利用攻擊,attack,資料隱碼攻擊,attack,0.8394604325294495
泛洪攻擊,attack,攻擊事件,attack,0.8394556045532227
已知壞的行為,attack,惡意行為,attack,0.8392125368118286
竊取,attack,竊聽,attack,0.8391212224960327
入侵行為,attack,入侵事件,attack,0.8390480279922485
跨站請求偽造攻擊,attack,跨站指令碼攻擊,attack,0.8389148116111755
釣魚攻擊,attack,暴力攻擊,attack,0.8385190367698669
dos攻擊,attack,注入攻擊,attack,0.8382618427276611
詐騙,attack,arp 欺騙,attack,0.8381409645080566
資料篡改攻擊,attack,資料竊取,attack,0.8380022644996643
電腦犯罪,attack,經濟犯罪,attack,0.837638795375824
監聽攻擊,attack,dos攻擊,attack,0.8368831276893616
惡意入侵事件,attack,電腦系統入侵事件,attack,0.836836576461792
